"""all-female rock band reminds moms they are 'enough'""",0
"""stop the madness""",0
"""climatologists secure funding to breed glaciers in captivity""",1
"""'wall street journal' reintroduces nudes after failed yearlong experiment""",1
"""report kenan thompson is leaving 'snl' deemed 'inaccurate'""",0
"""big companies can avoid disruption by partnering with startup accelerators""",0
"""clinton aide: protesters don't want $15 an hour""",0
"""national filmstrip board calls for quiet""",1
"""man records every detail of his life for 5 years""",0
"""bob iger offers rupert murdoch one night with mickey mouse in exchange for 21st century fox""",1
"""9 self-assuring affirmations for when you need a little boost""",0
"""swiping right on a hottie? hold on a second""",0
"""'nice to meet you,' coworkers tell new employee they've studied online for hours""",1
"""we ain't germans""",0
"""now you can see into your future. and it's pretty darn scary.""",1
"""sun myung moon funeral to be all weird, sources report""",1
"""mom leaks out another divorce detail during drive to sat prep class""",1
"""6 netflix releases with black stars to watch this june""",0
"""jeb bush's super pac blew through $116 million in failed effort""",0
"""manager slits own throat after realizing some members of company not on same page""",1
"""the best hotel getaways for valentine's day""",0
"""3-year-old pretending stuffed animals having big fight about accidental pregnancy""",1
"""senior citizen keeps mind active by contemplating death""",1
"""there's nothing wrong with those of us who want to color our gray hair""",0
"""trump proposed a wall to protect his golf course from the effects of climate change""",0
"""process and presentness: the work of israel lund""",0
"""the secret to raising charitable children""",0
"""bill o'reilly on cliven bundy: 'be careful who you partner up with'""",0
"""the next water crisis is looming — how can tech help?""",0
"""how mitt romney tops sarah palin""",0
"""a woman announced her pregnancy with a unicorn frappuccino""",0
"""""that bastard kushner...""""",0
"""black parkland students want peers to 'share the mic'""",0
"""lamar odom to document his road to recovery in new reality series""",0
"""13 tweets that show  'pokemon go'  is a truly religious experience""",0
"""audra mcdonald, kirsten gillibrand to celebrate the lgbtq community in nyc""",0
"""'moana' sails straight to the top of the box office with massive $81.1 million opening""",0
"""republicans urge obama administration to crack down on sanctuary cities""",0
"""man surprised to learn high school classmate became completely different type of fuckup""",1
"""u.s. fish and wildlife officials release photos of missing perch""",1
"""climate change haunts this year's pumpkin crop""",0
"""leadership and transparency 2015: the social media imperative""",0
"""hillary clinton holds infant grandson upside down by ankle in front of convention crowd""",1
"""barbara and george h.w. bush could be the cutest presidential couple""",0
"""pixies release secret song for record store day""",0
"""why these trump voters are sticking up for an undocumented neighbor""",0
"""new hampshire covered in shadow as floating clinton campaign headquarters takes up position over state""",1
"""portrait of nude, bleeding man hung on school wall""",1
"""alternative-medicine practitioner refuses alternative method of payment""",1
"""chrissy teigen slams idea she's promoting eating disorders with doritos licking""",0
"""fan has list of dream marketers he'd love to see handle next spider-man film""",1
"""daily meditation: spiritual sustenance""",0
"""'orcs of new york' is the 'hony' parody even sauron would adore""",0
"""hope solo says ex-fifa president sepp blatter groped her""",0
"""mila kunis calls out trump's controversial views on immigration""",0
"""leaked cables contradict clinton's claims on tpp trade agreement""",0
"""oregon lawmaker groped women at state capitol, report finds""",0
"""sexism in the kitchen""",0
"""seasonal depression to take over for chronic depression for a few months""",1
"""7 everyday habits for glowing, younger-looking skin""",0
"""area man has some pretty shitty mob ties""",1
"""doll real estate agent glosses over giant hinged opening in middle of house""",1
"""dr. oz, mel gibson, & congress called out using steve buscemi and an adorable puppy""",0
"""want to be healthier? flirt more""",0
"""polish rapper under fire for use of the word 'polack'""",1
"""mumford and sons take home coveted 'vest of the year' grammy""",1
"""epic doug the pug music video compilation is giving us lyfe""",0
"""new preventative drug would kill people before they get alzheimer's""",1
"""the unbelievably easy 2014 midterm election voters guide -- money in politics""",0
"""arctic scientists discover perfectly preserved al gore frozen in glacier""",1
"""man shows up with gun at alton sterling memorial""",0
"""donald trump calls barack obama to chit-chat about oscars in 'conan' spoof""",0
"""sasha obama asks father why he was acting like such a pussy during debate""",1
"""new taco bell menu item ready for testing on humans""",1
"""this state just dug deep into voting irregularities. it found nothing close to widespread voter fraud.""",0
"""cops write super-friendly letter to wanted woman""",0
"""what i wish for my daughter""",0
"""actual proctor met at party""",1
"""the apple watch: changing the face of time""",0
"""best-laid plans of mice mostly cheese-related""",1
"""this photo of me at the women's march went viral and changed my activism forever""",0
"""family cell-phone plan area family's closest bond""",1
"""these were the snowiest ski resorts in america last year""",0
"""biden hands out loose gt cola can to unexpected trick-or-treater""",1
"""nation's police officers now too heavily armed to go undercover convincingly""",1
"""eight must-reads for fashionistas""",0
"""area man perfectly content with role as another cog in the wheel""",1
"""3 questions every company should be asking before making a new hire""",0
"""keegan-michael key on what everyone gets wrong about detroit""",0
"""depressed matt lauer up all night rewatching 8-second clip of career highlights""",1
"""report: you to learn names of 3 reprehensible public officials this week""",1
"""reporter hailed a 'patriot' for defying white house by live-streaming press briefing""",0
"""obama takes shots at wnba champions""",0
"""bored gop vetting rand paul just to kill time before viable 2016 candidate emerges""",1
"""chrissy teigen 'gasps' at cardi b song calling for threesome with her, rihanna""",0
"""hillary clinton inspires young girls to form presidential exploratory committees""",1
"""art world relieved as thieves steal pretty terrible late period renoir work""",1
"""new monster energy defibrillator touts 1,200 volts delivered straight to heart""",1
"""fans riot in streets as u.s. victorious""",1
"""russian officials scrambling as plan to delegitimize western democracy moving way faster than intended""",1
"""ben carson suggests obama's iran deal is 'anti-semitic'""",0
"""it's not too late, ivanka""",0
"""this interfaith couple refuses to let their parents keep them apart""",0
"""corporate, koch money dominates early 2016 senate race spending""",0
"""11 classic hollywood kisses that will send shivers down your spine""",0
"""pope francis scouring papal tombs for final easter egg of vatican hunt""",1
"""co-worker's drawer filled with toffee""",1
"""climate experts say only hope for saving planet lies with people who save napkins from takeout order""",1
"""celeb men are leading a male mental health revolution""",0
"""local student also a poet""",1
"""stuffed gorilla only into you for your shelf""",1
"""that knife guy from high school arrested in knife-related incident""",1
"""democratic drama as curtain rises on new hampshire debate""",0
"""microsft bids $2.1 billion for milton berle joke file""",1
"""u.s. budget cuts for aid programs are a false economy""",0
"""robbie knievel jumps entire generation's awareness""",1
"""facebook reportedly beta-testing 'downvote' button""",0
"""man trying to leave hateful message at local synagogue frustrated phone line always tied up with other threats""",1
"""five-year-old convinced dinosaur bones are buried in backyard""",1
"""white house: trump didn't mean wiretapping when he accused obama of wiretapping""",0
"""hillary clinton calls water crisis 'immoral' in visit to flint""",0
"""great science fiction isn't just about facts. it's about imagination.""",0
"""how social issues hijacked conservatism""",0
"""eleven-year-old has miniskirt, pumps, vague notion of what sex is""",1
"""kanye west jumps on massage table to deliver speech about relaxation""",1
"""nation's sound engineers gather to talk about their ponytails""",1
"""study finds sedentary lifestyle puts millions of americans at risk of becoming beautiful just the way they are""",1
"""shakira just not feeling up to jiggling ass today""",1
"""stephen colbert introduces the hilarious alter egos of donald trump's cabinet""",0
"""twitch streamer sets new record for longest stream lying dead on camera""",1
"""fishing tycoon known as 'the codfather' will plead guilty to conspiracy and smuggling charges""",0
"""correct theory discarded in favor of more exciting theory""",1
"""olive garden voted best italian restaurant in annual 'milwaukee magazine' awards""",1
"""caitlyn jenner responds to ricky gervais' golden globes jokes""",0
"""jeremy corbyn is following bernie sanders' campaign with 'great interest'""",0
"""you can now message the president on facebook""",0
"""alan colmes' death goes unreported on hannity & colmes""",1
"""lyndon johnson jr. sworn in as george editor""",1
"""emaciated peter alexander burns podium for warmth after being locked in abandoned press briefing room since december""",1
"""will foot fetishists foot the bill for nsfw new toy?""",0
"""controversy erupts after uk retailer removes gender labels from kids' clothes""",0
"""prison now allowing death row inmates to receive weekly visitors throughout executions""",1
"""tooth fairy helps self to more teeth""",1
"""fender releases new hybrid gas-electric guitar""",1
"""over 300 women chime in after l.a. times details director's sex abuse reputation""",0
"""nation confident team usa can participate in world cup""",1
"""'climate' is not mentioned once in trump's infrastructure plan""",0
"""outdoor movie guest excited to watch barely audible 'back to the future' while sitting on tree root""",1
"""men's mental health demands male friendship""",0
"""john oliver has a heartfelt message for orlando""",0
"""marvel salutes hip-hop with 50 variant covers paying homage to classic albums covers""",0
"""what to stream on netflix in october""",0
"""floating library proves books should be shared in improbable places""",0
"""elon musk says he's sold 10,000 flamethrowers through his boring co. website""",0
"""gunman kills at least two american advisers in kabul shooting""",0
"""susan cooper, not diana prince, is my breakout feminist superhero""",0
"""recently canonized martyr added to vatican's animatronic hall of saints""",1
"""area man fills important 'demand' role in economy""",1
"""why i'm thinking of separating from a wonderful man after 27 years together""",0
"""study finds majority of non-shark-related fears completely unjustified""",1
"""are you a lady-in-waiting?""",0
"""10 qualities of your inner spirit""",0
"""styrofoam to spend next 500 years reflecting on how well it protected blender in transport""",1
"""inside: the fetish photography of german chancellor helmut kohl""",1
"""hurricane ophelia sheds light on another climate change concern""",0
"""north korea praises trump and urges us voters to reject 'dull hillary'""",0
"""hammering away at illegal immigration from central america""",0
"""brooklyn pizza restaurant gets threats after video links it to 'pizzagate' hoax""",0
"""why email is microsoft's secret weapon""",0
"""beware the bumbler""",0
"""the feds are going to collect better data on police killings, but we probably won't see it""",0
"""is the internet bad for religion?""",0
"""sexual assault survivors' rights act of 2016: 'our nation's laws stand firmly on the side of survivors'""",0
"""out-of-control group yields little usable data""",1
"""undecided debate viewer waiting until he hears same responses for seventh time before making decision""",1
"""nbc to dramatize menendez brothers murders in 'law & order: true crime' spinoff""",0
"""crisis and context for virgin galactic""",0
"""obama resigns from presidency after michelle lands dream job in seattle""",1
"""madonna compares donald trump 'nightmare' to being dumped by an ex-lover""",0
"""house bipartisanship throws up pitifully weak toxic chemicals control bill""",0
"""yoga: how we serve survivors of violence and toxic stress""",0
"""japan puts military on alert for possible north korea missile launch""",0
"""aatish taseer talks sanskrit, the dangerous power of english, and his new novel""",0
"""americans expect government officials to issue marriage licenses to same-sex couples, poll shows""",0
"""what motivates a whistleblower?""",0
"""laura jane grace talks with fan about transphobic assault in the punk community""",0
"""nation's prospective college applicants go straight to princeton review's 'best college radio station' rankings""",1
"""when the sheep are watching over your mind""",0
"""tv show under fire for depicting murder""",1
"""dad receives advance intelligence on visiting son's new eyeliner""",1
"""donald trump sends his very first fundraising email amid campaign money woes""",0
"""the best and worst movies of 2015""",0
"""house condescendingly approves $400 in added stimulus""",1
"""airasia passengers share stories of near-misses that kept them off vanished plane""",0
"""jimmy o. yang of 'silicon valley': asians who aren't hunks need screen time, too!""",0
"""jenna jameson calls on women to #dropthecover and celebrates motherhood""",0
"""finding unique accommodations around the world""",0
"""ireland's spirits and spirits in the 2014 ford fusion energi""",0
"""ted cruz runs first ad of 2016 presidential cycle on easter weekend""",0
"""5-year-old admits it pretty messed up spider-man visiting his birthday party when he could be out saving lives""",1
"""terrible artist thinks latest piece really represents a culmination of everything he's been working toward all his life""",1
"""$9 billion is a lot of money: how much could you buy with illinois' budget deficit?""",0
"""why it's hard to be a woman""",0
"""lowe's unveils new table saw with attached ice chest for storing cut-off fingers""",1
"""masters of habit: the wisdom and writing of maya angelou""",0
"""11 comedians playing comedians on tv""",0
"""emotionally abusive social media site continuously manipulating woman into staying""",1
"""uber ceo travis kalanick and his dad open up on life, love and dropping out of school""",0
"""protecting our environment is a matter of life or death""",0
"""ty cobb returns to old private practice in enchanted forest toadstool""",1
"""report: most americans can't even name their state's shadow lord""",1
"""mother comes pretty close to using word 'streaming' correctly""",1
"""more employers may be using temps to skirt immigration laws""",0
"""10 behaviors that could launch your career""",0
"""how blaming “many sides” hurts our children""",0
"""sacred sites""",0
"""service outages strike ahead of pacquiao vs. mayweather fight""",0
"""person who clearly hasn't seen 'the fifth element' arguing there no good roles for women""",1
"""suspect wins over detectives with 'rockford files' reference""",1
"""unpaid internship a really great experience for local company""",1
"""world's oldest yoga teacher says she doesn't plan on 'growing up'""",0
"""day chalked up as loss by 10:15 a.m.""",1
"""'i promise to work tirelessly to achieve my campaign's goals,' threatens trump in terrifying address""",1
"""researchers observe chimpanzees using pro tools""",1
"""ben carson calls transgender military members a distraction""",0
"""man unable to wear nice clothes without everyone asking questions""",1
"""area molestation victim wants his bear""",1
"""siblings each hoping other one will take care of aging parents someday""",1
"""assistant manager accused of sexual indiscrimination""",1
"""blue-collar democrats to party: it's still the economy, stupid""",0
"""dog not sure it ready to tackle whatever happened to man at work today""",1
"""taylor swift rocks a crop top for her new year's eve performance""",0
"""white house quietly retracts entire state of the union address""",1
"""this artist is tackling 'toxic, fragile' masculinity in a colorful way""",0
"""sarah hyland on her fame: 'it didn't come easily or fast or free'""",0
"""man with serious mental illness committed to city bus""",1
"""an interview with allen iverson, the realest hall of famer""",0
"""increasing number of couples now using surrogates to have, raise baby""",1
"""g20 leaders must turn the tide on inequality and climate change""",0
"""the no-problem problem""",0
"""create an environment for your ultimate success""",0
"""the internet of everything: boring, but so important""",0
"""'mass mobs' are taking over detroit's catholic churches""",0
"""muslim woman runs boston marathon to raise money for refugees""",0
"""house intelligence chair attempts to clean up mess after alleging trump team was spied on""",0
"""howard dean: democrats shouldn't just oppose everything donald trump proposes""",0
"""john kelly apologizes for assuming everyone would ignore abuse allegations like they do in military""",1
"""powerful special interest group momentarily blanks on agenda""",1
"""john oliver: 'f**king idiot' trump managed to screw up disavowing nazis""",0
"""this photo series powerfully denounces the pain caused by prejudice in small towns in brazil""",0
"""feds give $43 million to fast track development of ebola vaccines""",0
"""william h. macy has ultimate dad moment dancing with his daughter before prom""",0
"""cnn investigating reports of wolf blitzer's highly proper sexual conduct""",1
"""hillary clinton and donald trump did not shake hands before their second debate""",0
"""obama faces two unappealing choices on gitmo""",0
"""clinton, hours before 9/11 attack, said he 'could have killed' bin laden""",0
"""sam bee's show explains the gop tax plan 'in terms even a trump kid' can understand""",0
"""second nintendo controller sits unused""",1
"""area man guesses he doesn't need mc lyte wikipedia page open anymore""",1
"""how are hawaii's millennials doing these days?""",0
"""priest's lost puppy was much closer than he thought""",0
"""human rights for hindus remains elusive in some parts of the world""",0
"""living in the moment: the beauty of uncertainty""",0
"""chuck schumer trolls gop over donald trump's comparison of america to vladimir putin""",0
"""8 under-the-radar museums worth visiting""",0
"""brussels airport reopens 12 days after terrorist attacks""",0
"""man worried harassing messages he sending on dating app getting lost among abuse from other guys""",1
"""hotel lobby treated to entirety of child's song catalogue during check-in process""",1
"""it's 2016. do you know where your bombs are falling?""",0
"""binge-watching netflix is making you feel lonely and depressed""",0
"""arkansas plans to execute 2 convicted killers on monday""",0
"""skeleton of mayan nerd dug from prehistoric locker""",1
"""13 times celebrities got real about mental health""",0
"""is resisting trump enough?""",0
"""man approaches box of powdered doughnuts like snake discovering unguarded clutch of bird eggs""",1
"""jesus christ believed in""",1
"""new gallup poll finds 40% of americans probably going to skip michelle's party""",1
"""the robot apocalypse is looking pretty damn funky in new boston dynamics video""",0
"""national interest in anything hovering around 3 percent""",1
"""actually, suicide not the easy way out for area quadriplegic""",1
"""chinese takeout restaurant has seen man at his worst""",1
"""mitch mcconnell says elections are 'not an excuse' for senators to skip work""",0
"""cbs picks up nbc nightly news""",1
"""monkfish wishes monkfish weren't all the rage""",1
"""25 effortless wrap dresses you won't want to take off all summer""",0
"""army general conducts exhaustive sex probe""",1
"""supreme court rules in favor of most buck-wild pride parade nation's ever seen""",1
"""a socal brunch spot was caught using popeyes chicken in its dishes""",0
"""struggling high school cuts football—nah, just kidding, art it is""",1
"""paris vows to rebuild notre dame despite cosmic absurdity of seeking inherent meaning in fleeting creations of man""",1
"""8 things you didn't know about katy perry""",0
"""the bendy smartphone of the future is (almost) here""",0
"""nate silver defends torture methods used to make election projections""",1
"""microsoft unveils next best thing to teleportation""",0
"""dobby the house-elf still brings generosity to the 'harry potter' universe and beyond""",0
"""matt bomer, zachary quinto and more prep 'boys in the band' for broadway""",0
"""japanese businessman found hiding on golf course thinks mid-'80s economic boom still going on""",1
"""showdown with johnson & johnson's alex gorsky""",0
"""executioner enters lethal injection room with bag from home depot""",1
"""ben franklin: ahead of his time?""",0
"""most items at garage sale haunted""",1
"""white to attend boat show""",1
"""urine-proof paint returns fire on peeing perps""",0
"""aerobics linked to lousy music""",1
"""hillary clinton spends busy day fueling speculation, not ruling things out""",1
"""alan colmes loses argument with nephew""",1
"""will greater israel transform into greater palestine?""",0
"""how i learned to love my body""",0
"""royal baby speaks first words""",1
"""joint chiefs chairman pretty sure he could pull off junta if he really wanted to""",1
"""what it means when your home makes scary noises""",0
"""literally what is sarah palin even talking about""",0
"""disabled prisoners raped, abused, kept in solitary in australia, report says""",0
"""higher one must repay millions to students over 'deceptive' financial aid practices""",0
"""bob barr on two-party system: ""waaah! waaah!""""",1
"""the story of how pumpkin spice lattes almost never happened""",0
"""beyonce holds a chanel #surfbort in cr fashion book""",0
"""black man at walgreens impressed by how attentively employees tailing him""",1
"""man jumps from hotel's 45th floor with jet pack""",0
"""creators of michelle rodriguez's new film defend it from claims of transphobia""",0
"""dept. of labor reports it could be nothing, but they may have spotted job in iowa strip mall""",1
"""from behind the screen, you came so close""",0
"""why should you feel threatened by the greeting card industry?""",0
"""chaplains, counselors, pastors rush to help in san bernardino""",0
"""most americans think donald trump shouldn't have to sell his companies to be president""",0
"""milky way's vast galactic plane shimmers in hypnotic new video""",0
"""supreme court leaves final decision on gay marriage in capable hands of texas, alabama, georgia""",1
"""nation's sports fans demand to spend $21.99 on something""",1
"""facebook built censorship tool to appease china expansion""",0
"""area man self-conscious about all the wrong things""",1
"""here are the months college students are more likely to experiment with new drugs""",0
"""bats shooed out of nation's waterslide tunnels in preparation for summer""",1
"""new study finds only 88% of guitar center customers become famous musicians""",1
"""area woman not a morning, afternoon, or night person""",1
"""go-getter eliminates two steps from grieving process""",1
"""royal baby already making new friends""",1
"""mark judge can't believe that fucking lightweight kavanaugh got 'boofing' and 'the devil's triangle' wrong""",1
